battle_time,game_mode,team_tag,team_name,team_cards,team_crowns,team_trophies,team_avg_level,opponent_tag,opponent_name,opponent_cards,opponent_crowns,opponent_trophies,opponent_avg_level,result,collected_at,team_evolved_cards,team_hero_cards,opponent_evolved_cards,opponent_hero_cards,team_tower_troop,opponent_tower_troop,team_elixir_leaked,opponent_elixir_leaked,team_ambiguous_cards,opponent_ambiguous_cards
20260819T021331.000Z,PvP,20Q908P9V,,Mega Knight;Golden Knight;Magic Archer;Electro Wizard;Dark Prince;Freeze;Firecracker;Inferno Tower,1,11181,14.88,VRLPGRYVR,Celestial_Ekko,Goblin Giant;Mini P.E.K.K.A;Zap;Electro Wizard;Heal Spirit;Rage;Dark Prince;Sparky,0,11181,14.88,Win,2026-08-21T12:10:00.290421+00:00,Mega Knight,Magic Archer,Goblin Giant;Zap,Mini P.E.K.K.A,Tower Princess,Tower Princess,3.54,0.81,,
20260819T165138.000Z,PvP,20Q90JJ8RV,,Archer;Berserker;Minion Horde;Mini P.E.K.K.A;Valkyrie;Zap;Witch;Minion,2,9335,13.25,20GUV20QL8,Daan,Mega Knight;Bat;Mother Witch;Poison;Vines;Mirror;Inferno Tower;Goblin Demolisher,1,9335,13.5,Win,2026-08-21T12:10:29.983023+00:00,Archer;Minion Horde,Berserker,Mega Knight,,Tower Princess,Tower Princess,0.0,9.41,,
20260820T200801.000Z,PvP,20Q90PV0Y2,,Valkyrie;Wizard;Monk;Minion Horde;Prince;Skeleton Army;Fireball;Arrows,0,7781,12.12,L8Y0G90PJ,+sof+,Mega Knight;Knight;Witch;Baby Dragon;Tombstone;Skeleton;Princess;The Log,3,7768,13.38,Loss,2026-08-21T12:11:30.451303+00:00,,,Mega Knight;Witch,,Tower Princess,Tower Princess,4.75,2.03,Valkyrie;Wizard,Knight
20260818T011634.000Z,trail,CR8UPQVQC,,Elite Barbarian;Berserker;Mortar;The Log;Goblin Gang;Rocket;Tornado;Royal Delivery,2,,11.0,GYLYCV0C2,IMISSYOU NOELIA,The Log;Ice Spirit;Musketeer;Skeleton;Hog Rider;Ice Golem;Cannon;Fireball,1,,11.0,Win,2026-08-21T12:12:46.007724+00:00,Mortar,Berserker,,,Cannoneer,Tower Princess,3.05,0.0,,Musketeer
20260820T152604.000Z,friendly,20Q90QR9VY,,Wizard;Barbarian Barrel;Goblin Barrel;Skeleton Barrel;Ice Wizard;Ram Rider;Witch;Tesla,0,9525,11.0,LC0YJVJJV,PEOLO753,Vines;Suspicious Bush;Giant Snowball;Ronin;Giant;Three Musketeers;Musketeer;Goblin Hut,1,11153,11.0,Loss,2026-08-21T12:13:41.314188+00:00,,,,,Tower Princess,Tower Princess,31.08,18.1,,
20260820T145730.000Z,riverRacePvP,20Q90VY9,,Witch;Giant Skeleton;Little Prince;Ice Wizard;Elixir Golem;Minion;Princess;Knight,3,12364,14.5,RYRLRUUUV,omar,Goblin Barrel;Valkyrie;Ice Spirit;Rocket;Musketeer;Royal Delivery;Vines;Fireball,0,13030,14.38,Win,2026-08-21T12:14:21.314388+00:00,,,Ice Spirit,,,,0.0,12.1,,
20260820T091101.000Z,trail,20Q920JQR9,,Wizard;Baby Dragon;Skeleton Barrel;Executioner;Mega Knight;Tesla;Poison;Skeleton Army,1,,11.0,VP2GCCCVJ,아sk,Inferno Dragon;Skeleton Barrel;Baby Dragon;Mega Knight;Zap;Knight;Executioner;Dark Prince,0,,11.0,Win,2026-08-21T12:14:56.273197+00:00,,,,,Tower Princess,Tower Princess,6.33,7.54,,
20260805T210750.000Z,trail,20Q928QGVV,,Goblin Barrel;Inferno Dragon;Golem;Fireball;Royal Hogs;Heal Spirit;Rocket;Barbarian Barrel,3,7,11.0,VVCVJ9CY8,Za Warodu,Ronin;Electro Spirit;Goblin Drill;Giant Snowball;Ice Spirit;Zappies;Skeleton Barrel;Goblin Demolisher,1,7,11.0,Win,2026-08-21T12:15:34.454974+00:00,,,,,Tower Princess,Tower Princess,4.8,2.26,,
20260820T225644.000Z,riverRacePvP,20Q92GRCCC,,Royal Hogs;Dark Prince;Knight;Firecracker;Zap;The Log;Minion;Bomber,2,10570,13.25,89LLLQRJ2,manux,Witch;Mini P.E.K.K.A;Magic Archer;Guard;Ram Rider;Elite Barbarian;Fire Spirit;Battle Ram,0,7748,14.0,Win,2026-08-21T12:16:22.092931+00:00,Royal Hogs,Dark Prince,,,,,1.35,4.35,,
20260809T135333.000Z,trail,20Q92PCGV0,,Elite Barbarian;Elixir Collector;Skeleton;Fire Spirit;Ice Spirit;Mirror;Clone;Bat,0,,11.0,8YJG00JR9,magno,Goblin Giant;Rune Giant;Elite Barbarian;Sparky;Mother Witch;Bomber;Rage;Arrows,3,,11.0,Loss,2026-08-21T12:16:54.339935+00:00,Skeleton,,,,Tower Princess,Tower Princess,3.77,0.75,,
20260817T164820.000Z,trail,VU29089JY,,Firecracker;Valkyrie;Witch;Goblin Barrel;Dart Goblin;Fireball;The Log;Mini P.E.K.K.A,3,14308,16.0,80CR9QQ00,JohnnyKage,Mega Knight;Knight;Furnace;Zap;Goblin Barrel;Electro Giant;Tornado;Bat,0,14309,16.0,Win,2026-08-21T12:18:21.541758+00:00,Firecracker;Witch,,Mega Knight;Furnace,,Tower Princess,Royal Chef,0.0,17.7,Valkyrie,Knight
20260805T184139.000Z,PvP,UR8RRUR9Q,,Baby Dragon;Wizard;Valkyrie;Tesla;Freeze;Skeleton;Elite Barbarian;The Log,1,11233,14.88,2GQYGV2YJ,sniper007,Mega Knight;Mini P.E.K.K.A;Witch;Prince;Valkyrie;Musketeer;Goblin Barrel;Skeleton Army,0,11238,13.88,Win,2026-08-21T12:19:13.389389+00:00,Baby Dragon,,Mega Knight;Witch,Mini P.E.K.K.A,Tower Princess,Tower Princess,9.63,0.99,Wizard;Valkyrie,
20260815T042310.000Z,trail,20Q92U8UUV,,Skeleton Barrel;Bowler;Giant Snowball;Prince;Lightning;Three Musketeers;Elixir Golem;Electro Wizard,3,,11.0,QVL9QVCYU,Alexitho_14,Firecracker;Monk;Electro Dragon;Dart Goblin;Ronin;Archer;Electro Spirit;Fireball,0,,11.0,Win,2026-08-21T12:20:13.106911+00:00,Skeleton Barrel,,Firecracker;Electro Dragon,,Tower Princess,Tower Princess,1.05,2.72,,
20260819T193025.000Z,trail,20Q92VU0C2,,Skeleton Army;Hunter;Battle Ram;Poison;Battle Healer;Flying Machine;Zap;Three Musketeers,0,,11.0,U8PVPV8J0,el booo,Dart Goblin;Valkyrie;Berserker;Electro Spirit;Cannon;Poison;Hog Rider;Royal Delivery,3,,11.0,Loss,2026-08-21T12:20:49.448258+00:00,Skeleton Army,,Dart Goblin,Berserker,Tower Princess,Tower Princess,14.77,1.34,,Valkyrie
20260819T193609.000Z,trail,20Q988P0,,Valkyrie;Skeleton Army;Giant;Prince;Rascals;Earthquake;Zap;Musketeer,1,,11.0,P2GV092P2,Q pro,Dart Goblin;Golden Knight;Tesla;Sparky;Mega Knight;Knight;Vines;Royal Delivery,0,,11.0,Win,2026-08-21T12:21:39.532265+00:00,,Giant,Dart Goblin;Tesla,,Tower Princess,Tower Princess,1.35,0.0,Valkyrie,
20260815T194320.000Z,riverRacePvP,20Q98CVP28,,Archer;Skeleton King;Skeleton Dragons;Guard;Zappies;Bowler;Balloon;Earthquake,0,13276,14.12,RJJQ9RCQU,Yahir_F,Archer;Ice Golem;Archer Queen;Bomb Tower;Hog Rider;Electro Spirit;Lightning;Zappies,1,13417,14.25,Loss,2026-08-21T12:22:24.241990+00:00,,,Archer,Ice Golem,,,22.24,3.1,,
20260821T120049.000Z,PvP,20Q98LPUVG,,P.E.K.K.A;Mini P.E.K.K.A;Elite Barbarian;Minion Horde;Royal Hogs;Mother Witch;Rune Giant;Witch,0,11182,15.25,U0CVGV02L,ARNazari,Witch;Mini P.E.K.K.A;Firecracker;Barbarian Barrel;Hog Rider;Wall Breakers;Valkyrie;Goblin Cage,3,11198,15.0,Loss,2026-08-21T12:23:26.450768+00:00,P.E.K.K.A,Mini P.E.K.K.A,Witch;Firecracker,Mini P.E.K.K.A,Tower Princess,Tower Princess,1.35,0.34,,
20260818T020611.000Z,PvP,20Q98QVUJ,,Cannon;Knight;Musketeer;Fireball;Ice Spirit;Hog Rider;Skeleton;The Log,0,12315,15.88,VJJJ090U2,Retegi,Skeleton Army;Giant Skeleton;Tesla;Clone;Goblin Barrel;Sparky;Minion Horde;Arrows,1,12315,15.62,Loss,2026-08-21T12:23:59.445826+00:00,Cannon,,Skeleton Army;Tesla,,Tower Princess,Tower Princess,1.87,0.9,Knight;Musketeer,
20260819T153731.000Z,PvP,92VG0U8P0,,Princess;Bowler;Boss Bandit;Zap;Wizard;Skeleton;Ronin;Firecracker,0,11171,14.5,VYU2V2080,伏魔御厨子,Hunter;Barbarian Barrel;Firecracker;Earthquake;Tesla;Hog Rider;Ronin;Skeleton,1,11148,14.62,Loss,2026-08-21T12:25:28.508960+00:00,Princess,Bowler,Hunter;Firecracker,Barbarian Barrel,Tower Princess,Tower Princess,4.6,5.49,,
20260818T163247.000Z,trail,UJ2CC8P0C,,Royal Hogs;Berserker;Skeleton Barrel;Ronin;Goblin Barrel;Goblin Demolisher;Graveyard;Inferno Dragon,1,,11.0,PVRU9LLV,галаварез,Fireball;Night Witch;Bandit;Zap;The Log;X-Bow;Poison;Mega Knight,0,,11.0,Win,2026-08-21T12:26:05.212329+00:00,,,,,Tower Princess,Tower Princess,7.46,6.97,,
20260820T075722.000Z,PvP,20Q98VUVVU,,Goblin Barrel;Firecracker;Knight;Dart Goblin;The Log;Inferno Tower;Skeleton Barrel;Skeleton Army,1,8090,11.5,20J80GRPCP,FreakyRoBin,Valkyrie;Tombstone;Boss Bandit;Princess;Dart Goblin;Archer;Rage;Bandit,2,8090,13.0,Loss,2026-08-21T12:27:05.479336+00:00,Goblin Barrel,,,Tombstone,Tower Princess,Tower Princess,2.6,5.41,Knight,Valkyrie
20260818T083610.000Z,trail,20Q9909YLY,,Bandit;Skeleton Army;Tesla;The Log;Poison;Inferno Tower;Night Witch;X-Bow,0,,11.0,2C0LGR2RV,Maks1Man,Executioner;Firecracker;Knight;Baby Dragon;Zap;Graveyard;Skeleton Army;Royal Hogs,3,,11.0,Loss,2026-08-21T12:27:47.143188+00:00,,,,,Tower Princess,Tower Princess,19.24,2.97,,
20260819T095455.000Z,PvP,20Q992UVUY,,Wizard;Golden Knight;Tesla;Skeleton Barrel;Arrows;Ram Rider;Skeleton Army;Valkyrie,0,12206,14.75,PRV99Q80Q,notMalte,Lumberjack;Mega Minion;Zap;Electro Giant;Mother Witch;Sparky;Skeleton Army;Tornado,3,12227,15.12,Loss,2026-08-21T12:28:25.531876+00:00,Tesla,,Lumberjack;Zap,,Tower Princess,Tower Princess,24.24,2.75,Wizard,
20260821T030626.000Z,PvP,20Q99CVYQC,,Elite Barbarian;Berserker;Witch;Archer;Knight;Inferno Dragon;Goblin Hut;Valkyrie,1,12501,15.38,VJRU9YPGJ,Matiass,Minion;Mega Minion;Balloon;Lava Hound;Lightning;Tombstone;Arrows;Goblin Gang,0,12527,15.5,Win,2026-08-21T12:29:02.847290+00:00,Witch,Berserker,,Mega Minion;Balloon,Tower Princess,Tower Princess,10.41,4.41,,
20260820T171934.000Z,clanMate2v2,20Q99RPLPV,,Rascals;Musketeer;Giant;Mega Knight;Poison;The Log;Hunter;Heal Spirit,0,,11.0,UQQCJJU90,santi22,Valkyrie;P.E.K.K.A;Minion Horde;Ram Rider;Freeze;Electro Spirit;Barbarian Barrel;Clone,3,,11.0,Loss,2026-08-21T12:29:53.667842+00:00,,,Minion Horde,,Tower Princess,Tower Princess,20.72,5.15,Musketeer,
20260815T232730.000Z,friendly,20Q99VC0C8,,Valkyrie;Dark Prince;Witch;Musketeer;Tesla;Hog Rider;Goblin Barrel;Arrows,1,12333,11.0,8RUJR0LUQ,AngelG2325,Executioner;Golden Knight;Giant Snowball;Tornado;Fire Spirit;Cannon;Skeleton;Rocket,0,14000,11.0,Win,2026-08-21T12:30:45.199027+00:00,Witch,Dark Prince,Executioner;Giant Snowball,,Tower Princess,Tower Princess,12.18,8.18,Valkyrie,
20260818T000458.000Z,trail,JUCUYJGY0,,Skeleton Barrel;Royal Hogs;Skeleton Army;Hunter;P.E.K.K.A;Night Witch;Mother Witch;Suspicious Bush,0,,11.0,JQYJP0JVQ,Wayno,Dark Prince;Graveyard;Mortar;Skeleton Army;The Log;Suspicious Bush;Fireball;Mother Witch,3,,11.0,Loss,2026-08-21T12:32:18.921482+00:00,,,,,Tower Princess,Tower Princess,0.0,0.0,,
20260818T030040.000Z,trail,U8CRY02G8,,Royal Hogs;X-Bow;Suspicious Bush;Fireball;Knight;Musketeer;Skeleton Barrel;Poison,0,,11.0,V9LL0898P,crispool,Mega Knight;Witch;Skeleton Barrel;Fireball;Poison;Zappies;Rascals;Mother Witch,3,,11.0,Loss,2026-08-21T12:33:11.441841+00:00,,,,,Tower Princess,Tower Princess,2.89,1.14,,
20260819T034343.000Z,riverRacePvP,20Q9C0QG,,Firecracker;Archer;Musketeer;Minion;Bomber;Baby Dragon;Mega Knight;Ram Rider,1,10031,15.38,RL9RL8VCC,ola,Lumberjack;Wizard;Tesla;Bowler;Balloon;Mirror;Dart Goblin;Mini P.E.K.K.A,0,12844,15.12,Win,2026-08-21T12:33:51.018611+00:00,Firecracker,,Lumberjack;Tesla,,,,1.17,5.84,Musketeer,Wizard
20260812T112837.000Z,trail,20Q9C8U9PP,,Ronin;Dart Goblin;Fireball;Hunter;P.E.K.K.A;Tesla;Night Witch;Executioner,1,1500,11.0,222RGCRG8Y,Rysa01,Musketeer;Goblin Demolisher;Zappies;Firecracker;Berserker;Goblin Barrel;Rocket;X-Bow,2,1500,11.0,Loss,2026-08-21T12:34:32.994411+00:00,,,,,Tower Princess,Tower Princess,7.54,12.85,,
20260820T214644.000Z,pathOfLegend,20Q9CGJ0JL,,Princess;Knight;Berserker;Goblin Barrel;Skeleton Army;Arrows;Ice Spirit;Inferno Tower,1,,14.88,VYCPRRGPQ,nico,Firecracker;Berserker;Mega Knight;Witch;Hog Rider;Bat;Zap;The Log,0,,16.0,Win,2026-08-21T12:35:09.939541+00:00,Princess,Berserker,Firecracker;Mega Knight,Berserker,Tower Princess,Dagger Duchess,1.06,1.03,Knight,
20260819T125841.000Z,PvP,20Q9CL2V9G,,Witch;Valkyrie;Mega Knight;Skeleton Dragons;Prince;Ronin;Barbarian;Mother Witch,2,9745,13.5,VRU08R28U,Clasher,Musketeer;Balloon;Baby Dragon;Dark Prince;Minion Horde;Lightning;Mirror;Sparky,1,9746,13.88,Win,2026-08-21T12:35:42.891106+00:00,Witch;Mega Knight,,,,Tower Princess,Tower Princess,2.59,0.06,Valkyrie,Musketeer
20260821T045605.000Z,PvP,20Q9CQJPC8,,Valkyrie;Knight;Dart Goblin;Ice Spirit;Witch;Goblin Barrel;Cannon;The Log,0,12786,15.12,20GUUU82UL,Finkler,Electro Dragon;Mega Minion;Furnace;Golem;Tornado;Night Witch;Mini P.E.K.K.A;Lightning,3,12786,16.0,Loss,2026-08-21T12:36:35.949219+00:00,Dart Goblin,,Electro Dragon;Furnace,Mega Minion,Tower Princess,Tower Princess,26.45,5.45,Valkyrie;Knight,
20260821T003006.000Z,PvP,20Q9CV2QG0,,Witch;Valkyrie;P.E.K.K.A;Hog Rider;Arrows;Tesla;Knight;Mini P.E.K.K.A,0,9813,14.0,2L2JLYYPP,Bryan,Firecracker;Mini P.E.K.K.A;Magic Archer;Ice Spirit;Bowler;Zap;Elite Barbarian;Bat,3,9834,14.38,Loss,2026-08-21T12:37:13.226396+00:00,Witch;P.E.K.K.A,,Firecracker,Mini P.E.K.K.A,Tower Princess,Tower Princess,8.07,0.04,Valkyrie,
20260819T212333.000Z,PvP,209C0PL90R,,Elite Barbarian;Berserker;Archer Queen;Firecracker;Prince;Valkyrie;Goblin Barrel;Zap,0,8784,12.88,222JUP8QCC,AlexanderWT,Elite Barbarian;Valkyrie;Firecracker;Hog Rider;Tesla;The Log;Vines;Skeleton,1,8808,11.88,Loss,2026-08-21T12:38:42.072652+00:00,,Berserker,Firecracker,,Tower Princess,Tower Princess,0.88,4.48,,Valkyrie
20260820T131659.000Z,PvP,20Q9CYPQV0,,Ronin;Wizard;Royal Hogs;Clone;Elixir Golem;Goblin Curse;Prince;Princess,0,10429,13.62,RVU2RGLVP,mamoun.,Goblin Barrel;Dark Prince;Tesla;Goblin Gang;The Log;Rocket;Princess;Ice Spirit,3,10437,14.25,Loss,2026-08-21T12:39:32.381277+00:00,Royal Hogs,,Goblin Barrel;Tesla,Dark Prince,Tower Princess,Tower Princess,0.0,3.49,Wizard,
20260819T210230.000Z,trail,20Q9G2VRC,,Musketeer;Ice Golem;Skeleton;Cannon;Hog Rider;The Log;Ice Spirit;Fireball,3,,11.0,RRQ29JPG,SOMBRA,Goblin Cage;Mega Minion;Firecracker;Ice Spirit;Royal Delivery;X-Bow;Bomb Tower;Tombstone,0,,11.0,Win,2026-08-21T12:40:21.510458+00:00,Skeleton,Ice Golem,Goblin Cage;Firecracker,Mega Minion,Tower Princess,Tower Princess,0.7,0.52,Musketeer,
20260817T163048.000Z,PvP,20Q9G9G9UP,,Royal Giant;Witch;Valkyrie;Royal Ghost;Royal Delivery;Dart Goblin;Skeleton;Bomber,1,11353,14.5,20222RQ28P,DBrown1981,Elite Barbarian;Wizard;Golden Knight;Mega Knight;Archer;Skeleton Dragons;Elixir Golem;Inferno Dragon,0,11381,14.88,Win,2026-08-21T12:41:00.654533+00:00,Royal Giant,,,,Tower Princess,Tower Princess,6.41,4.64,Valkyrie,Wizard
20260819T014858.000Z,trail,20Q9GGVLRY,,Mother Witch;Suspicious Bush;Goblin Drill;Skeleton Barrel;Golem;Goblin Barrel;Barbarian Barrel;Tesla,2,,11.0,VJYLV8VG8,bffjj,Knight;Skeleton Army;Goblin Demolisher;Rocket;Night Witch;Flying Machine;Bandit;Zap,1,,11.0,Win,2026-08-21T12:41:45.830975+00:00,,,,,Tower Princess,Tower Princess,6.52,18.28,,
20260821T100144.000Z,PvP,20Q9GQ8QU2,,Skeleton Barrel;Berserker;Mega Knight;Firecracker;Hog Rider;Tesla;The Log;Witch,0,12144,14.5,R8JVRRU2Q,一個,Valkyrie;Princess;Goblin Barrel;Rocket;Inferno Tower;Goblin Gang;The Log;Ice Spirit,1,12103,15.12,Loss,2026-08-21T12:42:35.479256+00:00,Skeleton Barrel;Mega Knight,Berserker,Goblin Barrel,,Tower Princess,Tower Princess,1.83,7.6,,Valkyrie
20260819T225546.000Z,PvP,20Q9GUYUQ2,,Tesla;Mini P.E.K.K.A;Royal Hogs;Rage;Prince;Firecracker;Skeleton Army;The Log,2,12130,15.0,VRL0JRQJV,Zarya48,Mega Knight;Spear Goblin;Skeleton Barrel;Goblin Gang;Bat;Miner;Inferno Dragon;Zap,1,12132,15.12,Win,2026-08-21T12:43:11.191392+00:00,Tesla;Royal Hogs,Mini P.E.K.K.A,Mega Knight;Skeleton Barrel,,Tower Princess,Tower Princess,3.46,6.49,,
20260820T132753.000Z,PvP,802LP829C,,Elite Barbarian;Bowler;Executioner;Princess;Electro Wizard;Elixir Golem;Zap;Bat,2,13061,15.75,VJRC0R0VP,BOLdSeal♔,Valkyrie;Barbarian Barrel;Furnace;Poison;Vines;Goblin Hut;Berserker;Graveyard,1,13062,16.0,Win,2026-08-21T12:44:24.336037+00:00,Executioner,Bowler,Furnace,Barbarian Barrel,Tower Princess,Tower Princess,5.66,13.61,,Valkyrie
20260820T003015.000Z,PvP,VYUPQVYQ8,,Witch;Knight;Baby Dragon;Tesla;Zap;Balloon;Fireball;Goblin Gang,0,9736,12.75,20RY2C0UU8,jona,Mega Knight;Knight;Witch;Cannon;Fireball;Firecracker;Dart Goblin;Bat,3,9719,13.38,Loss,2026-08-21T12:45:17.665008+00:00,Witch;Baby Dragon,,Mega Knight;Witch,,Tower Princess,Tower Princess,19.18,6.48,Knight,Knight
20260821T110506.000Z,PvP,20Q9J0CYQ9,,Goblin Barrel;Golden Knight;Wall Breakers;Skeleton Army;Inferno Tower;Princess;Ice Spirit;The Log,2,12871,15.5,QQRYQ2CL0,simba,Inferno Dragon;Bowler;Executioner;Hog Rider;Skeleton Barrel;Zap;Goblins;Lumberjack,1,12891,15.25,Win,2026-08-21T12:46:07.341794+00:00,Goblin Barrel;Wall Breakers,,Inferno Dragon;Executioner,Bowler,Tower Princess,Tower Princess,4.87,0.0,,
20260819T221703.000Z,PvP,20Q9JC2PUR,,P.E.K.K.A;Berserker;Elite Barbarian;Skeleton;The Log;Arrows;Tombstone;Archer,0,9548,14.5,J2J0L2CJQ,hani,Wizard;Little Prince;Balloon;P.E.K.K.A;Skeleton Army;Bomber;Inferno Dragon;Arrows,1,9545,14.5,Loss,2026-08-21T12:46:43.907213+00:00,P.E.K.K.A,Berserker,,Balloon,Tower Princess,Tower Princess,1.37,13.34,,Wizard
20260818T052450.000Z,trail,20Q9JG2UVP,,The Log;X-Bow;Mega Knight;Goblin Drill;Berserker;Knight;Arrows;Royal Giant,3,,11.0,RPYCVGC8V,tuffdidles,Electro Wizard;Skeleton Barrel;Night Witch;Goblin Barrel;Ice Wizard;Giant Snowball;Tombstone;Royal Hogs,1,,11.0,Win,2026-08-21T12:47:29.046336+00:00,,,,,Tower Princess,Tower Princess,0.54,0.0,,
20260818T131349.000Z,PvP,20Q9JLQPVG,,Witch;Knight;Elite Barbarian;Electro Spirit;Cannon;Valkyrie;Firecracker;Hog Rider,2,9897,14.12,222PP8RUQ8,Archibald97,Barbarian;Guard;Electro Dragon;Hunter;Royal Hogs;Royal Recruits;Mega Minion;Princess,1,9898,14.12,Win,2026-08-21T12:48:16.111659+00:00,Witch,,Barbarian;Electro Dragon,,Tower Princess,Tower Princess,3.3,1.92,Knight,
20260819T061713.000Z,riverRaceDuel,20Q9JQP8YP,,Barbarian;Boss Bandit;Musketeer;Executioner;Archer;Giant Skeleton;Knight;Electro Giant;Electro Wizard;Royal Recruits;Wizard;Valkyrie;Fire Spirit;Mega Knight;Dart Goblin;Inferno Dragon,1,10186,12.69,20GC8CVUQJ,rss,Firecracker;Zap;Mega Knight;Tesla;Hog Rider;Witch;Valkyrie;Arrows;Wall Breakers;Boss Bandit;Elite Barbarian;Electro Wizard;Cannon;Archer;Giant Snowball;Dart Goblin,3,12666,14.31,Loss,2026-08-21T12:49:00.169196+00:00,Barbarian,,Firecracker;Wall Breakers,,,,0.91,6.77,Wizard,
20260821T094512.000Z,PvP,20Q9JUUQQC,,Mega Knight;Boss Bandit;Firecracker;Bomber;Archer;Dart Goblin;Barbarian Barrel;Witch,2,11390,15.62,VRLL9PGJC,HAppY_DoNuT,Goblin Barrel;Knight;Princess;Goblin Gang;The Log;Ice Spirit;Rocket;Inferno Tower,1,11395,15.38,Win,2026-08-21T12:49:45.355763+00:00,Mega Knight;Firecracker,,Goblin Barrel,,Tower Princess,Tower Princess,4.72,0.64,,Knight
20260818T193504.000Z,trail,2VLJJ8P9G,,Mega Knight;Night Witch;Ronin;Inferno Dragon;Elite Barbarian;Vines;Tesla;Elixir Golem,0,,11.0,890L0P80Y,Ali roshan kia,Graveyard;Dart Goblin;Fireball;Skeleton Barrel;Musketeer;Mortar;Furnace;Zappies,1,,11.0,Loss,2026-08-21T12:51:06.866593+00:00,,,,,Tower Princess,Tower Princess,9.56,0.59,,
20260820T083745.000Z,trail,8J8LLYL9,,Bandit;Wizard;Suspicious Bush;Night Witch;Fireball;Executioner;Skeleton Barrel;The Log,1,,11.0,VR98QGY8P,Tommy,Barbarian Barrel;Suspicious Bush;Inferno Dragon;Executioner;Night Witch;Giant;Zap;The Log,0,,11.0,Win,2026-08-21T12:52:02.274083+00:00,,,,,Tower Princess,Tower Princess,18.24,3.19,,
20260820T214531.000Z,PvP,20Q9L0229Q,,Tesla;Ice Golem;Musketeer;Ice Spirit;Barbarian Barrel;Hog Rider;Spear Goblin;Fireball,2,8402,12.75,222PQQ0R9V,ShadowCupcake,Skeleton Army;Skeleton King;Night Witch;Goblin Curse;Executioner;Void;Elixir Golem;Rage,1,8402,12.62,Win,2026-08-21T12:52:44.429517+00:00,Tesla,Ice Golem,,,Tower Princess,Tower Princess,12.86,6.95,Musketeer,
20260817T100659.000Z,PvP,20Q9LCR0RY,,Firecracker;Mini P.E.K.K.A;Skeleton Army;Golem;Royal Delivery;Zappies;Royal Ghost;Arrows,0,11687,15.38,20GV2CCUP2,Joel§,Witch;Bowler;Giant Snowball;Arrows;Minion;Guard;Giant;Graveyard,1,11687,15.5,Loss,2026-08-21T12:53:18.838978+00:00,Firecracker;Skeleton Army,Mini P.E.K.K.A,Witch;Giant Snowball,Bowler,Tower Princess,Tower Princess,6.57,4.41,,
20260811T093544.000Z,PvP,20Q9LJ8VCR,,Dart Goblin;Magic Archer;Knight;Skeleton;Giant Snowball;Barbarian Barrel;Balloon;Bomb Tower,1,8620,12.88,VJ8GC2RY0,KABIRtheG00NER,Firecracker;Wizard;Valkyrie;Bowler;Goblin Barrel;Mega Knight;Rage;Skeleton Army,0,8618,12.38,Win,2026-08-21T12:54:00.646523+00:00,Dart Goblin,Magic Archer,Firecracker,,Tower Princess,Tower Princess,1.07,0.95,Knight,Wizard;Valkyrie
20260819T193657.000Z,PvP,20Q9LQGQ8G,,Valkyrie;Boss Bandit;Inferno Dragon;Mirror;Elite Barbarian;Baby Dragon;Freeze;Tombstone,0,13099,15.88,20GUVY00QU,Light_Cheddar,Skeleton Army;Monk;Dart Goblin;Sparky;Lightning;Phoenix;Tornado;Electro Giant,1,13099,15.5,Loss,2026-08-21T12:54:56.984322+00:00,Inferno Dragon,,,,Tower Princess,Tower Princess,10.74,3.81,Valkyrie,
20260820T184533.000Z,trail,20Q9LVYP9L,,Inferno Dragon;Elite Barbarian;Zappies;Tombstone;Giant;Rascals;Goblin Giant;Inferno Tower,2,,11.0,Q0PY28P2Y,Ale e Lorenzo,Firecracker;Three Musketeers;Rune Giant;P.E.K.K.A;Zap;Rage;Valkyrie;Tesla,0,,11.0,Win,2026-08-21T12:55:39.117643+00:00,,,,,Tower Princess,Tower Princess,6.56,13.53,,
20260813T124455.000Z,PvP,20Q9P2909V,,Firecracker;Goblins;Tesla;The Log;Knight;Fireball;Hog Rider;Ice Spirit,0,8411,13.0,20R92GULY8,NeonChilli,Barbarian;Golden Knight;Skeleton Army;Flying Machine;Barbarian Hut;Musketeer;Rocket;Skeleton Dragons,1,8411,13.5,Loss,2026-08-21T12:56:23.373029+00:00,Firecracker;Tesla,Goblins,Barbarian;Skeleton Army,,Tower Princess,Dagger Duchess,11.61,3.61,,
20260818T185216.000Z,friendly,20Q9P99JG0,,Electro Spirit;Executioner;Goblin Barrel;Witch;Night Witch;Giant;Inferno Tower;Mortar,0,12472,11.0,UVPVJLJJR,yes papi xander,Golem;Firecracker;Mega Knight;Mother Witch;Goblin Giant;Valkyrie;Poison;Zap,1,8775,11.0,Loss,2026-08-21T12:57:11.732311+00:00,,,,,Tower Princess,Tower Princess,1.31,9.13,,
20260820T132533.000Z,PvP,UGJYGYRPU,,Witch;Mini P.E.K.K.A;Mega Knight;The Log;Mirror;Valkyrie;Musketeer;Goblin Barrel,1,12434,15.5,Y88R2P08,yannick,Firecracker;Wizard;Valkyrie;Dart Goblin;Musketeer;Elite Barbarian;Skeleton Army;Inferno Tower,0,12396,15.75,Win,2026-08-21T12:58:46.846404+00:00,Witch;Mega Knight,Mini P.E.K.K.A,Firecracker,,Tower Princess,Tower Princess,3.99,9.41,,Wizard;Valkyrie
