card_a,card_b,co_occurrence,win_rate_together
Ice Golem,Minion,4088,0.5012
Fisherman,Zap,4075,0.4991
Dark Prince,Hunter,4072,0.5312
Golem,Skeleton King,4068,0.5059
Arrows,Princess,4067,0.5038
Heal Spirit,The Log,4065,0.5301
Miner,Tesla,4060,0.4724
Electro Giant,Sparky,4040,0.4931
Royal Ghost,Royal Recruits,4036,0.5476
Hunter,Valkyrie,4034,0.5015
Minion,Spear Goblin,4000,0.4905
Minion,Princess,3999,0.5256
Elixir Collector,Mega Minion,3997,0.5467
Hog Rider,Zappies,3995,0.4979
Archer Queen,Wall Breakers,3994,0.5175
Bandit,Guard,3991,0.5179
Archer Queen,Elite Barbarian,3985,0.5139
Inferno Dragon,Magic Archer,3982,0.5038
Bomb Tower,Rocket,3978,0.4799
Knight,Lava Hound,3966,0.4778
Giant Snowball,Lava Hound,3966,0.4778
Bandit,Royal Recruits,3959,0.5532
Cannon Cart,Tornado,3956,0.5111
Furnace,Phoenix,3953,0.5194
Royal Recruits,Valkyrie,3953,0.4925
Electro Spirit,Mighty Miner,3951,0.5257
Lumberjack,Rage,3950,0.5073
Archer Queen,Valkyrie,3949,0.5108
Elite Barbarian,Golden Knight,3943,0.5126
Royal Ghost,Valkyrie,3942,0.4987
Golden Knight,Heal Spirit,3937,0.5108
Golden Knight,Knight,3934,0.4853
Goblin Hut,The Log,3927,0.4747
Hog Rider,Hunter,3920,0.499
Elite Barbarian,Goblin Hut,3917,0.5131
Ice Wizard,Phoenix,3915,0.531
Fisherman,Witch,3912,0.5005
Goblin Hut,Inferno Dragon,3904,0.491
Miner,Phoenix,3898,0.5085
Lumberjack,Mega Minion,3898,0.5203
Goblins,Monk,3894,0.5324
Mighty Miner,Royal Hogs,3894,0.5023
Elixir Golem,Magic Archer,3888,0.4221
Goblin Hut,Lumberjack,3887,0.4916
Goblin Drill,Wall Breakers,3885,0.5351
Electro Wizard,Skeleton King,3884,0.5384
Golden Knight,Royal Ghost,3880,0.5005
Graveyard,Inferno Tower,3869,0.5035
Princess,Valkyrie,3867,0.4825
Fire Spirit,Tesla,3857,0.5224
Battle Ram,Tornado,3857,0.5058
Flying Machine,Golem,3850,0.4992
Electro Giant,Monk,3849,0.4845
Barbarian,Spear Goblin,3849,0.5186
Dart Goblin,Mother Witch,3845,0.5316
Dart Goblin,Lumberjack,3842,0.4646
Dart Goblin,Minion,3841,0.4798
Elixir Golem,Fisherman,3834,0.4272
Tombstone,Witch,3833,0.4842
Goblin Hut,Musketeer,3832,0.4943
Bowler,Mother Witch,3824,0.5421
Furnace,Miner,3823,0.4732
Guard,Skeleton Barrel,3823,0.4894
Tesla,Witch,3821,0.5012
Archer,Poison,3819,0.4755
Inferno Tower,P.E.K.K.A,3816,0.4963
Lumberjack,Skeleton Barrel,3816,0.4971
Elixir Golem,Mother Witch,3814,0.5097
Electro Giant,Witch,3811,0.4736
Electro Wizard,Hunter,3808,0.5347
Electro Dragon,Heal Spirit,3807,0.5204
Elixir Golem,Heal Spirit,3807,0.5204
Baby Dragon,Inferno Tower,3803,0.5001
Archer Queen,Electro Wizard,3800,0.5068
Executioner,Golden Knight,3800,0.4918
Sparky,Wizard,3795,0.5167
Baby Dragon,Musketeer,3794,0.5248
Fisherman,Mega Knight,3791,0.4904
Barbarian Barrel,Dart Goblin,3786,0.4945
Mighty Miner,Zappies,3786,0.5055
Golem,Knight,3780,0.5333
Hog Rider,Spear Goblin,3778,0.5161
Miner,Skeleton Barrel,3776,0.5032
Musketeer,Tesla,3774,0.5315
Giant Skeleton,Lightning,3773,0.5107
Goblin Cage,Ice Wizard,3770,0.5188
Furnace,Minion,3763,0.5177
Bowler,Inferno Tower,3758,0.5213
Inferno Dragon,Rocket,3757,0.5015
Barbarian Hut,Zappies,3755,0.5108
Barbarian Hut,Royal Recruits,3755,0.5108
Cannon Cart,Lightning,3751,0.5177
Royal Ghost,Witch,3747,0.4681
Lightning,Zappies,3742,0.4939
Golden Knight,Mother Witch,3741,0.4921
Knight,Night Witch,3732,0.5268
Dart Goblin,Electro Giant,3720,0.4917
Dark Prince,Wizard,3716,0.496
Electro Spirit,Zap,3713,0.5483
Bat,Princess,3712,0.5312
Giant Skeleton,Wizard,3711,0.4815
Elite Barbarian,Inferno Tower,3709,0.4783
Goblin Giant,Valkyrie,3708,0.4919
Barbarian Barrel,Wizard,3704,0.48
Inferno Tower,Royal Delivery,3702,0.4865
Fisherman,Monk,3691,0.515
Giant Skeleton,Rage,3689,0.4665
Baby Dragon,Elite Barbarian,3688,0.4721
Electro Dragon,Monk,3684,0.4997
Princess,Royal Giant,3680,0.5226
Electro Wizard,Ice Wizard,3677,0.5023
Mother Witch,Three Musketeers,3677,0.5407
Electro Dragon,Wizard,3674,0.4864
Barbarian Barrel,Mighty Miner,3674,0.4935
Mega Minion,Prince,3673,0.5268
Goblin Hut,Royal Hogs,3672,0.5054
Bat,Goblin Cage,3670,0.4935
Electro Dragon,Flying Machine,3667,0.4532
Electro Giant,Guard,3663,0.4982
Royal Giant,Tornado,3660,0.518
Furnace,Guard,3656,0.5148
Barbarian,P.E.K.K.A,3651,0.4848
Cannon,Minion,3645,0.4925
Electro Giant,Electro Wizard,3644,0.4973
Electro Wizard,Elixir Golem,3643,0.5075
Bowler,Goblins,3635,0.5618
Flying Machine,Guard,3633,0.4883
Arrows,Earthquake,3628,0.492
Electro Dragon,Mother Witch,3627,0.5134
Fireball,Goblin Drill,3621,0.5015
Bat,Goblin Hut,3617,0.4841
Musketeer,Skeleton Barrel,3617,0.522
Battle Ram,Royal Recruits,3616,0.5401
Miner,Princess,3611,0.4999
Bomber,Giant Snowball,3609,0.4824
Baby Dragon,Goblin Hut,3605,0.4835
Knight,Royal Hogs,3601,0.4982
Baby Dragon,Giant,3599,0.5013
Magic Archer,Mother Witch,3596,0.4627
Bowler,Elixir Golem,3589,0.5294
Archer Queen,X-Bow,3589,0.5366
Ice Wizard,Royal Giant,3588,0.5195
Bat,Bowler,3584,0.4791
Phoenix,Royal Recruits,3580,0.5215
Prince,Skeleton Barrel,3580,0.5193
Mega Minion,Minion,3577,0.485
Dark Prince,Royal Ghost,3576,0.4883
Minion,Tesla,3572,0.5067
Fire Spirit,Giant Skeleton,3571,0.5284
Miner,Mortar,3562,0.5227
Balloon,Giant Skeleton,3559,0.4928
Inferno Dragon,Royal Ghost,3559,0.5173
Inferno Tower,Wall Breakers,3558,0.4764
Barbarian,Dart Goblin,3554,0.4977
Sparky,Zappies,3552,0.5068
Bomber,Dark Prince,3547,0.5162
Electro Spirit,Inferno Tower,3544,0.4774
Bandit,Mega Minion,3540,0.496
Musketeer,Night Witch,3539,0.5253
Monk,Mother Witch,3536,0.5051
Mighty Miner,Mother Witch,3532,0.5348
Fire Spirit,Lightning,3532,0.4915
P.E.K.K.A,Prince,3530,0.4589
Executioner,Royal Giant,3523,0.5265
Giant Snowball,Goblin Cage,3512,0.5071
Royal Ghost,Tornado,3507,0.5019
Inferno Dragon,Royal Giant,3503,0.5221
Giant,Lumberjack,3503,0.5213
Giant,Inferno Tower,3499,0.4718
Archer,Royal Giant,3495,0.499
Mother Witch,Rocket,3495,0.5348
Royal Delivery,Valkyrie,3491,0.5354
Rage,Royal Hogs,3486,0.4782
Skeleton Barrel,Tornado,3483,0.5142
Baby Dragon,Flying Machine,3459,0.5007
Ice Wizard,Minion,3459,0.5039
Dark Prince,Fire Spirit,3446,0.5075
Bat,Graveyard,3445,0.5112
Bomber,P.E.K.K.A,3445,0.4975
Giant Skeleton,Skeleton Barrel,3442,0.5015
Goblin Cage,Musketeer,3432,0.5181
Bat,Mighty Miner,3430,0.5058
Giant Snowball,Mini P.E.K.K.A,3418,0.512
Musketeer,Tombstone,3414,0.5237
Barbarian Barrel,Guard,3406,0.5164
Minion,Royal Hogs,3404,0.4915
Ice Spirit,Lumberjack,3399,0.5166
Graveyard,Night Witch,3388,0.5248
Bomb Tower,Mini P.E.K.K.A,3388,0.513
Barbarian Barrel,Prince,3385,0.5158
Earthquake,Hunter,3384,0.508
Electro Spirit,Mega Knight,3377,0.5102
Elixir Collector,Lightning,3371,0.5218
Balloon,Ice Spirit,3370,0.5383
Battle Healer,Golem,3367,0.5007
Goblin Giant,Ice Spirit,3366,0.541
Executioner,Witch,3365,0.4954
Fire Spirit,Rage,3365,0.5269
Golden Knight,Skeleton,3359,0.515
Balloon,Elite Barbarian,3357,0.5004
Giant Snowball,Mega Minion,3356,0.5405
Ice Spirit,Royal Delivery,3351,0.4924
Ice Wizard,P.E.K.K.A,3346,0.4498
Earthquake,Zap,3346,0.5072
Electro Dragon,Magic Archer,3345,0.4398
Elite Barbarian,Magic Archer,3344,0.5018
Mighty Miner,Zap,3340,0.494
Guard,Knight,3338,0.5165
Baby Dragon,Furnace,3337,0.4843
Mother Witch,Wizard,3331,0.5026
Archer,Goblins,3330,0.4826
Goblin Hut,Hog Rider,3326,0.4778
Bomber,Goblin Cage,3321,0.5101
Elixir Golem,Monk,3318,0.4943
Inferno Tower,Rage,3316,0.4819
Mega Knight,Mortar,3316,0.4704
Barbarian Barrel,Inferno Tower,3316,0.5015
Ice Spirit,Mega Knight,3310,0.4906
Dart Goblin,Knight,3303,0.5032
Executioner,Wizard,3303,0.4566
Freeze,Poison,3302,0.5024
Fisherman,Magic Archer,3301,0.4368
Barbarian,Giant Skeleton,3298,0.5094
Goblins,Prince,3293,0.5393
Spear Goblin,Witch,3285,0.4901
Balloon,Royal Recruits,3284,0.5082
Archer,Mega Minion,3281,0.5084
Prince,Tesla,3276,0.5244
Cannon Cart,Golem,3274,0.5034
Elixir Golem,Royal Ghost,3267,0.4279
Flying Machine,Prince,3266,0.5162
Firecracker,Heal Spirit,3264,0.515
Giant Snowball,The Log,3262,0.5205
Giant,Poison,3253,0.4768
Goblin Cage,Skeleton,3252,0.5022
Goblin Giant,Poison,3252,0.4982
Barbarian,Goblin Cage,3250,0.5348
Dark Prince,Fisherman,3248,0.5234
Firecracker,Princess,3247,0.5048
Elite Barbarian,Giant,3246,0.5154
Archer Queen,Tesla,3242,0.5123
Elixir Collector,Golden Knight,3239,0.4952
Elite Barbarian,Guard,3237,0.5063
Flying Machine,Mighty Miner,3237,0.5011
Goblins,Mega Minion,3233,0.5258
Bomb Tower,Monk,3229,0.4779
Electro Giant,Fisherman,3222,0.495
Baby Dragon,Executioner,3221,0.5284
Mini P.E.K.K.A,Monk,3208,0.5078
Elixir Collector,Sparky,3201,0.5045
Bomber,Rage,3201,0.4945
Mortar,Skeleton Barrel,3197,0.4977
Poison,Skeleton Barrel,3197,0.513
Bowler,Valkyrie,3194,0.5279
Baby Dragon,Bomber,3191,0.5193
Bowler,Night Witch,3188,0.5028
Ice Wizard,Rage,3185,0.4779
Graveyard,Wizard,3181,0.5096
Battle Healer,Monk,3181,0.509
Dart Goblin,Miner,3179,0.4844
Elite Barbarian,Royal Giant,3178,0.5126
Freeze,Prince,3168,0.53
Barbarian Barrel,Minion,3166,0.4987
Archer Queen,Bomb Tower,3165,0.5005
Fire Spirit,Fireball,3164,0.5063
Goblin Giant,Inferno Dragon,3159,0.5055
Bat,Three Musketeers,3144,0.5092
Lumberjack,Rocket,3144,0.5235
Guard,Mega Minion,3144,0.514
Giant Skeleton,Inferno Dragon,3143,0.5234
Bomber,The Log,3141,0.4839
Monk,Poison,3141,0.4776
Hunter,Zap,3141,0.4986
Barbarian,Ice Spirit,3139,0.4817
Bat,Golem,3139,0.4858
Ice Wizard,Lumberjack,3139,0.4979
Barbarian,Fisherman,3139,0.5024
Dart Goblin,Poison,3136,0.4853
Electro Spirit,Tombstone,3136,0.5405
Mega Minion,Skeleton,3135,0.5531
Elixir Collector,Valkyrie,3131,0.5248
Mini P.E.K.K.A,Skeleton King,3129,0.5385
Goblin Drill,Mega Knight,3129,0.5353
Giant Skeleton,Lumberjack,3127,0.5158
Balloon,Cannon,3121,0.5354
Goblin Cage,Graveyard,3115,0.5188
Barbarian Hut,Electro Spirit,3114,0.5103
Archer,Inferno Dragon,3107,0.4718
Furnace,Night Witch,3107,0.5034
Fisherman,Mega Minion,3104,0.5251
Bandit,Cannon,3101,0.5353
Baby Dragon,Rocket,3100,0.4855
Dart Goblin,Tornado,3100,0.4842
Mortar,Royal Delivery,3093,0.539
Elite Barbarian,Mighty Miner,3093,0.495
Goblin Drill,Ice Spirit,3083,0.5141
Sparky,Tesla,3080,0.4935
Fire Spirit,Minion,3079,0.5317
Archer,Electro Spirit,3078,0.5227
Bat,Royal Delivery,3077,0.5122
Fire Spirit,Tornado,3074,0.4727
Guard,P.E.K.K.A,3072,0.515
Bat,Rocket,3072,0.5068
Musketeer,Royal Delivery,3070,0.5306
Bandit,Furnace,3070,0.4886
Prince,Sparky,3064,0.483
Bandit,Ice Golem,3064,0.5421
Battle Ram,Lightning,3060,0.5
Barbarian Barrel,Witch,3051,0.4985
Cannon,Mega Minion,3051,0.5234
Freeze,Tesla,3047,0.5343
Archer Queen,Royal Giant,3047,0.5153
Freeze,Guard,3046,0.4892
Electro Giant,Zappies,3045,0.4992
Bowler,Electro Spirit,3043,0.5642
Archer,Night Witch,3043,0.4979
Executioner,Mega Minion,3028,0.5188
Bowler,Elite Barbarian,3027,0.482
Fisherman,Tornado,3027,0.4982
Freeze,Night Witch,3025,0.4919
Monk,Night Witch,3024,0.4934
Bandit,Flying Machine,3015,0.5197
Royal Ghost,Wizard,3015,0.4776
Bat,Goblin Drill,3013,0.5277
Ice Spirit,Prince,3012,0.5292
Inferno Dragon,Spear Goblin,3008,0.5495
Balloon,Ice Wizard,2999,0.5255
Baby Dragon,Goblins,2994,0.5294
Skeleton King,Sparky,2992,0.5234
Goblin Cage,Zap,2991,0.5139
Executioner,Royal Hogs,2990,0.506
Electro Spirit,Rocket,2987,0.463
Guard,Tombstone,2986,0.5017
Bandit,Goblin Drill,2986,0.5358
Fire Spirit,Prince,2985,0.5196
Giant Snowball,Goblins,2981,0.5441
Inferno Dragon,Mortar,2981,0.4844
Lumberjack,Zappies,2975,0.5066
Barbarian,Tesla,2975,0.5126
Electro Giant,Ice Wizard,2974,0.5145
Bandit,Skeleton,2973,0.515
Minion,Rocket,2971,0.482
Electro Dragon,The Log,2970,0.5168
Graveyard,Mother Witch,2968,0.5098
Arrows,Fire Spirit,2968,0.5391
Goblin Drill,Skeleton,2967,0.5184
Barbarian Hut,Poison,2967,0.481
Barbarian Barrel,Mortar,2966,0.4852
Cannon Cart,Phoenix,2959,0.5678
Fire Spirit,Mini P.E.K.K.A,2956,0.5179
Elite Barbarian,Ice Wizard,2954,0.4865
Giant,Hog Rider,2953,0.5249
Bat,Battle Ram,2951,0.488
Monk,P.E.K.K.A,2946,0.5054
Poison,Princess,2940,0.5105
Inferno Dragon,Tesla,2937,0.5087
Dark Prince,Ice Spirit,2937,0.5206
Giant Skeleton,Valkyrie,2924,0.4511
Witch,Zappies,2924,0.4979
Giant,Hunter,2922,0.5264
Goblin Cage,Hog Rider,2912,0.523
Golem,Witch,2910,0.4997
Flying Machine,Goblin Giant,2898,0.5204
Electro Giant,Wizard,2898,0.4872
Freeze,Skeleton,2897,0.5081
Bowler,Rage,2894,0.4979
Balloon,Monk,2894,0.5124
Magic Archer,Zappies,2891,0.5074
Dark Prince,Ice Wizard,2889,0.5223
Archer,Musketeer,2887,0.4943
Goblin Hut,Knight,2881,0.4981
Goblin Drill,Mighty Miner,2881,0.495
Barbarian,Electro Spirit,2873,0.5412
Skeleton,Sparky,2872,0.515
Electro Dragon,Fisherman,2871,0.402
Bowler,Miner,2869,0.4995
Lightning,Skeleton Barrel,2867,0.5141
Ice Spirit,Monk,2865,0.4761
Archer Queen,Goblin Cage,2852,0.5365
Archer Queen,Phoenix,2842,0.5179
Golem,Musketeer,2840,0.5056
Bomber,Musketeer,2837,0.5104
Dart Goblin,P.E.K.K.A,2834,0.4502
Knight,Royal Giant,2832,0.5222
Goblin Drill,Golden Knight,2829,0.4885
Graveyard,Sparky,2829,0.5232
Archer,Phoenix,2824,0.4961
Flying Machine,Giant Skeleton,2820,0.5287
Battle Healer,The Log,2820,0.5004
Goblin Giant,Goblin Hut,2817,0.4789
Dark Prince,Skeleton Barrel,2815,0.5073
Hunter,Mega Knight,2813,0.5176
Fisherman,Goblin Cage,2809,0.5201
Firecracker,Hunter,2808,0.5107
Balloon,Furnace,2805,0.467
Earthquake,P.E.K.K.A,2799,0.5063
Archer,Barbarian,2798,0.4921
Electro Wizard,Mighty Miner,2792,0.491
Royal Hogs,Zap,2786,0.4946
Earthquake,Mother Witch,2786,0.5036
Cannon,Executioner,2783,0.4797
Electro Wizard,Giant Skeleton,2783,0.4948
Hunter,Skeleton King,2781,0.5271
Fisherman,Mini P.E.K.K.A,2779,0.5095
Cannon Cart,Dark Prince,2778,0.5234
Hunter,Royal Hogs,2776,0.5411
Fireball,Giant Snowball,2773,0.5013
Giant Snowball,Ice Spirit,2772,0.5144
Elixir Collector,Mega Knight,2770,0.509
Flying Machine,Skeleton Barrel,2768,0.4949
Guard,Prince,2767,0.5215
Bandit,Royal Hogs,2765,0.5099
Giant Skeleton,Minion,2762,0.4982
Guard,Royal Giant,2760,0.5051
Mortar,Zap,2759,0.5125
Goblin Giant,Night Witch,2758,0.5131
Dart Goblin,Royal Ghost,2752,0.4909
Goblin Giant,Royal Recruits,2752,0.5312
Magic Archer,Wizard,2748,0.4774
Night Witch,P.E.K.K.A,2745,0.4933
Archer,Golem,2740,0.5168
Earthquake,Royal Giant,2730,0.4996
Lumberjack,Tesla,2728,0.5341
Archer,Balloon,2724,0.5272
Archer Queen,P.E.K.K.A,2721,0.5024
Mighty Miner,Rage,2719,0.5223
Fisherman,Freeze,2718,0.5026
Barbarian,Earthquake,2717,0.5039
Monk,Royal Ghost,2717,0.5064
Cannon Cart,Lumberjack,2712,0.5063
Guard,Night Witch,2711,0.5186
Barbarian Barrel,Skeleton Barrel,2705,0.5198
Furnace,Rage,2704,0.4678
Electro Spirit,Valkyrie,2700,0.5104
Archer Queen,Baby Dragon,2698,0.5222
Goblin Hut,Minion,2696,0.4933
Balloon,Skeleton King,2689,0.5162
Sparky,The Log,2685,0.467
Giant Skeleton,Poison,2681,0.508
Dark Prince,Royal Giant,2675,0.5252
Heal Spirit,Night Witch,2666,0.5491
Hog Rider,Three Musketeers,2665,0.5066
Phoenix,Prince,2665,0.4814
Ice Golem,Rage,2661,0.546
Mega Knight,Three Musketeers,2657,0.4994
Elixir Golem,Knight,2652,0.5072
Fisherman,Knight,2650,0.5121
Giant,Zappies,2642,0.5265
Goblins,Spear Goblin,2642,0.5076
Electro Giant,Inferno Tower,2637,0.4808
Rage,Wall Breakers,2630,0.5202
Dark Prince,Freeze,2628,0.5202
Earthquake,Zappies,2628,0.5042
Electro Giant,Executioner,2628,0.5034
Battle Healer,Lightning,2627,0.4834
Monk,Skeleton,2626,0.4806
Bomb Tower,Golden Knight,2622,0.4893
Executioner,Monk,2621,0.4922
Royal Hogs,Tombstone,2617,0.509
P.E.K.K.A,Royal Giant,2616,0.5034
Zap,Zappies,2615,0.4998
Earthquake,Poison,2609,0.3929
Freeze,Rocket,2607,0.5079
Electro Wizard,Princess,2604,0.4908
Magic Archer,Rage,2601,0.4817
Archer,Flying Machine,2597,0.5044
Guard,Miner,2595,0.4956
Royal Delivery,Tornado,2593,0.5145
Flying Machine,Miner,2592,0.5243
Flying Machine,Witch,2590,0.4819
Bat,Phoenix,2576,0.4608
Bat,Fire Spirit,2569,0.4873
Goblin Cage,Lumberjack,2567,0.5134
Mega Minion,P.E.K.K.A,2565,0.5049
Mighty Miner,Mini P.E.K.K.A,2565,0.5072
Fireball,Poison,2564,0.4918
Night Witch,Princess,2564,0.5031
Skeleton King,Witch,2562,0.5234
Goblins,P.E.K.K.A,2562,0.5183
Hunter,Miner,2558,0.5004
Elixir Golem,Minion,2556,0.4961
Barbarian,Cannon,2554,0.509
Archer,Bat,2552,0.5059
Bomber,Inferno Tower,2550,0.5102
Giant Skeleton,Magic Archer,2542,0.491
Royal Hogs,Tornado,2535,0.5274
Archer,Barbarian Barrel,2530,0.496
Furnace,Mega Minion,2525,0.5006
Baby Dragon,Princess,2523,0.4491
Archer,Prince,2519,0.4946
Executioner,Phoenix,2519,0.5272
Golem,Guard,2515,0.5169
Golden Knight,Lumberjack,2509,0.4536
Archer,Wall Breakers,2508,0.4697
Goblin Giant,The Log,2507,0.5193
Bomber,Electro Wizard,2506,0.52
Miner,Mother Witch,2504,0.4884
Battle Ram,Mega Knight,2499,0.5186
Balloon,Royal Ghost,2497,0.5002
Furnace,Skeleton Barrel,2496,0.5008
Hunter,P.E.K.K.A,2495,0.4838
Goblin Giant,Mega Knight,2492,0.5357
Flying Machine,Hog Rider,2492,0.5108
Inferno Tower,Skeleton Barrel,2491,0.5219
Elite Barbarian,Zappies,2491,0.5098
Cannon,Lumberjack,2489,0.5255
Bomber,Freeze,2488,0.5012
Hunter,Mega Minion,2482,0.523
Furnace,Golem,2480,0.4871
Poison,Prince,2480,0.5113
Goblin Drill,Valkyrie,2479,0.48
Princess,Wizard,2479,0.52
Skeleton,Wizard,2477,0.5139
Bandit,Electro Giant,2474,0.5004
Royal Giant,Tesla,2473,0.5224
Bandit,Spear Goblin,2473,0.5467
Lightning,Spear Goblin,2471,0.5378
Skeleton King,Zap,2470,0.536
Goblin Cage,Valkyrie,2469,0.5079
Inferno Tower,Musketeer,2467,0.5209
Electro Giant,Prince,2463,0.503
Knight,Princess,2460,0.5069
Ice Wizard,Rocket,2456,0.5053
Guard,Mother Witch,2456,0.4784
Archer,Elite Barbarian,2455,0.5271
Golem,Minion,2454,0.476
Balloon,Fisherman,2454,0.5045
Bomber,Elixir Collector,2448,0.5078
Monk,Wizard,2446,0.4939
Executioner,Flying Machine,2445,0.5399
Fire Spirit,Inferno Dragon,2442,0.507
Minion,Three Musketeers,2439,0.5551
Flying Machine,Phoenix,2438,0.5217
Baby Dragon,Bat,2437,0.4854
Golden Knight,Witch,2435,0.4567
Electro Dragon,Royal Ghost,2434,0.408
Archer,Miner,2433,0.4554
Bomb Tower,Inferno Dragon,2430,0.5354
Electro Spirit,P.E.K.K.A,2429,0.5093
Mega Knight,Monk,2427,0.4639
Giant,Mega Knight,2423,0.5023
Giant Skeleton,Knight,2422,0.4917
Lightning,Royal Recruits,2421,0.4981
Golden Knight,Hog Rider,2421,0.501
Prince,Skeleton,2417,0.4882
Giant,Heal Spirit,2415,0.4986
Balloon,Mother Witch,2415,0.4849
Dart Goblin,Lightning,2411,0.5073
Archer,Giant,2403,0.5127
Dart Goblin,Skeleton,2403,0.5202
Royal Recruits,Tornado,2402,0.5212
Cannon Cart,Elite Barbarian,2400,0.5192
Poison,Royal Giant,2398,0.5008
Golden Knight,Prince,2397,0.4877
Bomber,Goblin Hut,2395,0.4656
Battle Ram,Wizard,2392,0.4845
Giant,Goblin Hut,2390,0.4833
Bomb Tower,Electro Wizard,2387,0.4805
Battle Healer,Sparky,2387,0.4709
Battle Healer,Valkyrie,2384,0.4971
Balloon,Zappies,2379,0.5053
Electro Wizard,Wall Breakers,2374,0.5455
Fisherman,Graveyard,2374,0.5143
Freeze,Rage,2373,0.4998
Monk,Zappies,2372,0.4815
Electro Spirit,Electro Wizard,2371,0.4905
Electro Wizard,Fire Spirit,2368,0.4954
Goblin Cage,Magic Archer,2363,0.4803
Heal Spirit,Hunter,2358,0.5437
Balloon,Flying Machine,2357,0.5112
Mega Knight,Skeleton King,2356,0.5042
Dark Prince,Inferno Tower,2350,0.5026
Electro Spirit,Furnace,2350,0.4715
Goblins,Princess,2349,0.5568
Flying Machine,Wall Breakers,2349,0.5206
Baby Dragon,Mother Witch,2348,0.4779
Balloon,Rocket,2346,0.4821
Barbarian,Skeleton Barrel,2344,0.5435
Cannon,Skeleton Barrel,2343,0.5122
Ice Wizard,Prince,2342,0.5295
Guard,Phoenix,2340,0.5192
Baby Dragon,Royal Ghost,2339,0.4942
Lava Hound,Lightning,2338,0.4893
Monk,Royal Giant,2338,0.5441
Furnace,Magic Archer,2337,0.4861
Guard,Lava Hound,2337,0.5071
Fire Spirit,Goblin Giant,2336,0.5193
Electro Spirit,Inferno Dragon,2335,0.5328
Royal Ghost,Tombstone,2335,0.4891
Bat,Mortar,2330,0.5249
Royal Recruits,Skeleton Barrel,2328,0.5326
Freeze,Mother Witch,2323,0.4886
Cannon Cart,Wizard,2322,0.4854
Musketeer,Royal Recruits,2321,0.5252
Inferno Tower,Prince,2321,0.4709
Bomber,Dart Goblin,2319,0.4795
Executioner,Skeleton King,2319,0.5464
Minion,Royal Recruits,2318,0.5173
Electro Wizard,Elixir Collector,2313,0.5205
Royal Recruits,Witch,2313,0.4963
Princess,Tombstone,2313,0.46
P.E.K.K.A,Skeleton,2312,0.4974
Miner,P.E.K.K.A,2312,0.4771
Goblins,Ice Wizard,2311,0.508
Bat,Ice Wizard,2310,0.5329
Archer Queen,Mother Witch,2310,0.5035
Bomber,Giant Skeleton,2305,0.4646
P.E.K.K.A,Sparky,2305,0.5154
Inferno Dragon,Musketeer,2304,0.4961
Dart Goblin,Goblin Giant,2303,0.4885
Dart Goblin,Earthquake,2302,0.4961
Goblins,Golden Knight,2300,0.4848
Electro Giant,Flying Machine,2295,0.5085
Firecracker,Graveyard,2290,0.4755
Dart Goblin,Electro Wizard,2290,0.4694
Electro Wizard,Flying Machine,2288,0.4781
Goblin Drill,Rocket,2288,0.4974
Freeze,Mighty Miner,2287,0.488
Furnace,Skeleton,2284,0.5039
Bowler,Dart Goblin,2281,0.4086
Archer,Royal Hogs,2281,0.5173
Elite Barbarian,Tesla,2273,0.5112
Golem,Rage,2272,0.5018
Cannon Cart,Electro Dragon,2271,0.5306
Dart Goblin,Inferno Tower,2271,0.4879
Furnace,Royal Hogs,2271,0.517
Freeze,Giant Skeleton,2269,0.4989
Bomb Tower,Giant Skeleton,2268,0.5445
Heal Spirit,Ice Golem,2268,0.5366
Golden Knight,The Log,2267,0.4738
Golden Knight,Miner,2265,0.4433
Bomb Tower,Royal Ghost,2262,0.5115
Fire Spirit,Miner,2262,0.5186
Baby Dragon,Sparky,2253,0.5162
Executioner,Musketeer,2252,0.492
Guard,Magic Archer,2249,0.4687
Lumberjack,Sparky,2248,0.4942
Magic Archer,Phoenix,2244,0.4844
Executioner,Giant Skeleton,2244,0.4915
Dart Goblin,Royal Recruits,2242,0.5798
Lightning,Miner,2240,0.5277
Bandit,Sparky,2240,0.5107
Dark Prince,Guard,2239,0.5248
Balloon,Dart Goblin,2238,0.5223
Goblin Drill,Inferno Tower,2236,0.4794
Cannon,Mother Witch,2230,0.4879
Archer,Wizard,2221,0.5173
Bowler,Skeleton,2221,0.5304
Barbarian,Ice Golem,2216,0.5239
Electro Giant,Magic Archer,2216,0.4734
Lumberjack,Monk,2216,0.5032
Ice Wizard,Skeleton,2215,0.5201
Knight,Skeleton Barrel,2215,0.5535
Archer,Cannon,2214,0.4914
The Log,Three Musketeers,2207,0.5555
Phoenix,Royal Hogs,2205,0.5193
Hunter,Poison,2202,0.5182
Giant,Phoenix,2199,0.487
P.E.K.K.A,Tombstone,2199,0.4502
Inferno Tower,Night Witch,2195,0.4957
Bat,Elixir Golem,2192,0.4977
Battle Healer,Musketeer,2191,0.4893
Executioner,Royal Ghost,2188,0.5009
Battle Ram,Phoenix,2187,0.4938
Elixir Golem,Sparky,2186,0.5105
Flying Machine,Tombstone,2184,0.506
Archer Queen,Witch,2184,0.4757
Lava Hound,Zap,2183,0.5167
Archer Queen,Elixir Collector,2183,0.5437
Giant,Skeleton King,2181,0.53
Battle Healer,Wizard,2180,0.4807
Arrows,Goblin Drill,2178,0.4977
Baby Dragon,Royal Hogs,2174,0.465
Dark Prince,Furnace,2172,0.453
