Type,Unit,Level,Range,Radius,Hit Speed (sec),Hitpoints,Damage,DPS,Crown Tower Damage,Charge Damage,Stage1 Damage,Stage2 Damage,Stage3 Damage (Max),Shield Hitpoints,Death Damage,Heal (per hit),Heal per Second,Enchanted Damage,Pellet Count,Spawn Damage,Jump Damage,Shard Count,Building Damage,Dash Damage,Zap Pack Damage,Zap Pack DPS,Hit Count,Damage (2-4 targets),Crown Tower Damage (2-4 targets),Damage (5+ targets),Crown Tower Damage (5+ targets),Area Damage,Combo Damage,Air Form DPS,Ground Form DPS
Troop,Giant Skeleton,13,Melee: Short,,1.3,4057,333,256,,,,,,,831,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,14,Melee: Short,,1.3,4451,366,281,,,,,,,911,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,15,Melee: Short,,1.3,4884,401,308,,,,,,,1000,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,16,Melee: Short,,1.3,5370,441,339,,,,,,,1100,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,17,Melee: Short,,1.3,5908,486,373,,,,,,,1210,,,,,,,,,,,,,,,,,,,,
Troop,Giant Skeleton,18,Melee: Short,,1.3,6499,534,410,,,,,,,1331,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,1,2.5,,,90,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,2,2.5,,,99,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,3,2.5,,,108,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,4,2.5,,,119,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,5,2.5,,,131,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,6,2.5,,,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,7,2.5,,,158,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,8,2.5,,,173,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,9,2.5,,,190,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,10,2.5,,,209,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,11,2.5,,,230,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,12,2.5,,,252,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,13,2.5,,,278,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,14,2.5,,,305,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,15,2.5,,,334,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,16,2.5,,,368,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,17,2.5,,,405,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Spirit,18,2.5,,,445,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,1,Melee: Short,,2.5,514,33,13,,,,,,,33,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,2,Melee: Short,,2.5,565,36,14,,,,,,,36,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,3,Melee: Short,,2.5,621,39,15,,,,,,,39,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,4,Melee: Short,,2.5,683,43,17,,,,,,,43,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,5,Melee: Short,,2.5,750,48,19,,,,,,,48,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,6,Melee: Short,,2.5,822,52,20,,,,,,,52,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,7,Melee: Short,,2.5,904,58,23,,,,,,,58,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,8,Melee: Short,,2.5,992,63,25,,,,,,,63,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,9,Melee: Short,,2.5,1089,69,27,,,,,,,69,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,10,Melee: Short,,2.5,1197,76,30,,,,,,,76,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,11,Melee: Short,,2.5,1315,84,33,,,,,,,84,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,12,Melee: Short,,2.5,1444,92,36,,,,,,,92,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,13,Melee: Short,,2.5,1588,101,40,,,,,,,101,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,14,Melee: Short,,2.5,1742,111,44,,,,,,,111,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,15,Melee: Short,,2.5,1912,122,48,,,,,,,122,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,16,Melee: Short,,2.5,2102,134,53,,,,,,,134,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,17,Melee: Short,,2.5,2313,148,59,,,,,,,148,,,,,,,,,,,,,,,,,,,,
Troop,Ice Golem,18,Melee: Short,,2.5,2544,163,65,,,,,,,163,,,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,1,Melee: Long,,1.5,671,58,38,,,,,,,,40,79,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,2,Melee: Long,,1.5,738,63,42,,,,,,,,44,86,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,3,Melee: Long,,1.5,811,70,46,,,,,,,,48,95,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,4,Melee: Long,,1.5,892,77,51,,,,,,,,53,105,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,5,Melee: Long,,1.5,979,84,56,,,,,,,,58,115,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,6,Melee: Long,,1.5,1073,92,61,,,,,,,,64,126,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,7,Melee: Long,,1.5,1180,102,68,,,,,,,,70,139,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,8,Melee: Long,,1.5,1295,111,74,,,,,,,,77,152,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,9,Melee: Long,,1.5,1422,122,81,,,,,,,,84,167,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,10,Melee: Long,,1.5,1563,135,90,,,,,,,,93,184,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,11,Melee: Long,,1.5,1717,148,98,,,,,,,,102,202,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,12,Melee: Long,,1.5,1885,162,108,,,,,,,,112,221,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,13,Melee: Long,,1.5,2073,179,119,,,,,,,,123,244,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,14,Melee: Long,,1.5,2274,196,130,,,,,,,,135,267,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,15,Melee: Long,,1.5,2496,215,143,,,,,,,,148,293,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,16,Melee: Long,,1.5,2744,237,158,,,,,,,,163,323,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,17,Melee: Long,,1.5,3019,261,174,,,,,,,,180,355,,,,,,,,,,,,,,,,,,
Troop,Battle Healer,18,Melee: Long,,1.5,3321,287,191,,,,,,,,198,391,,,,,,,,,,,,,,,,,,
Spell,Freeze,1,,3,,,58,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,2,,3,,,63,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,3,,3,,,70,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,4,,3,,,77,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,5,,3,,,84,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,6,,3,,,92,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,7,,3,,,102,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,8,,3,,,111,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,9,,3,,,122,,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,10,,3,,,135,,41,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,11,,3,,,148,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,12,,3,,,162,,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,13,,3,,,179,,54,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,14,,3,,,196,,59,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,15,,3,,,215,,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,16,,3,,,237,,72,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,17,,3,,,261,,79,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Freeze,18,,3,,,287,,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,1,,3.5,,,413,897,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,2,,3.5,,,454,986,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,3,,3.5,,,499,1084,135,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,4,,3.5,,,549,1193,149,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,5,,3.5,,,602,1308,163,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,6,,3.5,,,660,1434,179,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,7,,3.5,,,726,1578,197,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,8,,3.5,,,797,1732,216,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,9,,3.5,,,875,1902,237,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,10,,3.5,,,962,2091,260,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,11,,3.5,,,1057,2297,286,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,12,,3.5,,,1160,2521,314,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,13,,3.5,,,1276,2773,345,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,14,,3.5,,,1400,3043,378,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,15,,3.5,,,1536,3339,415,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,16,,3.5,,,1689,3671,457,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,17,,3.5,,,1858,4039,502,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Lightning,18,,3.5,,,2044,4443,552,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,1,,2.5,,,70,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,2,,2.5,,,77,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,3,,2.5,,,84,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,4,,2.5,,,93,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,5,,2.5,,,102,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,6,,2.5,,,112,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,7,,2.5,,,123,,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,8,,2.5,,,135,,41,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,9,,2.5,,,148,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,10,,2.5,,,163,,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,11,,2.5,,,179,,54,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,12,,2.5,,,196,,59,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,13,,2.5,,,216,,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,14,,2.5,,,237,,72,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,15,,2.5,,,260,,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,16,,2.5,,,286,,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,17,,2.5,,,315,,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Giant Snowball,18,,2.5,,,346,,104,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,1,6.5,,0.8,102,59,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,2,6.5,,0.8,112,64,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,3,6.5,,0.8,123,71,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,4,6.5,,0.8,135,78,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,5,6.5,,0.8,148,86,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,6,6.5,,0.8,163,94,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,7,6.5,,0.8,179,103,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,8,6.5,,0.8,196,113,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,9,6.5,,0.8,216,125,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,10,6.5,,0.8,237,137,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,11,6.5,,0.8,261,151,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,12,6.5,,0.8,286,165,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,13,6.5,,0.8,315,182,227,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,14,6.5,,0.8,345,200,250,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,15,6.5,,0.8,379,219,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,16,6.5,,0.8,417,241,301,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,17,6.5,,0.8,459,265,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Dart Goblin,18,6.5,,0.8,504,292,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,1,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,2,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,3,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,4,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,5,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,6,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,7,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,8,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,9,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,10,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,11,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,12,,,,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,13,,,,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,14,,,,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,15,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,16,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,17,,,,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Skeleton Barrel,18,,,,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,1,Melee: Medium,,1.5,1180,69,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,2,Melee: Medium,,1.5,1298,75,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,3,Melee: Medium,,1.5,1427,83,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,4,Melee: Medium,,1.5,1569,91,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,5,Melee: Medium,,1.5,1722,100,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,6,Melee: Medium,,1.5,1888,110,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,7,Melee: Medium,,1.5,2076,121,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,8,Melee: Medium,,1.5,2277,133,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,9,Melee: Medium,,1.5,2501,146,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,10,Melee: Medium,,1.5,2749,160,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,11,Melee: Medium,,1.5,3020,176,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,12,Melee: Medium,,1.5,3315,193,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,13,Melee: Medium,,1.5,3646,213,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,14,Melee: Medium,,1.5,4000,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,15,Melee: Medium,,1.5,4389,256,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,16,Melee: Medium,,1.5,4826,282,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,17,Melee: Medium,,1.5,5310,310,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Giant,18,Melee: Medium,,1.5,5841,341,227,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rune Giant,1,Melee: Medium,,1.5,1040,47,31,,,,,,,,,,86,,,,,,,,,,,,,,,,,
Troop,Rune Giant,2,Melee: Medium,,1.5,1144,51,34,,,,,,,,,,94,,,,,,,,,,,,,,,,,
Troop,Rune Giant,3,Melee: Medium,,1.5,1258,56,37,,,,,,,,,,104,,,,,,,,,,,,,,,,,
Troop,Rune Giant,4,Melee: Medium,,1.5,1383,62,41,,,,,,,,,,114,,,,,,,,,,,,,,,,,
Troop,Rune Giant,5,Melee: Medium,,1.5,1518,68,45,,,,,,,,,,125,,,,,,,,,,,,,,,,,
Troop,Rune Giant,6,Melee: Medium,,1.5,1664,75,50,,,,,,,,,,137,,,,,,,,,,,,,,,,,
Troop,Rune Giant,7,Melee: Medium,,1.5,1830,82,54,,,,,,,,,,151,,,,,,,,,,,,,,,,,
Troop,Rune Giant,8,Melee: Medium,,1.5,2007,90,60,,,,,,,,,,165,,,,,,,,,,,,,,,,,
Troop,Rune Giant,9,Melee: Medium,,1.5,2204,99,66,,,,,,,,,,182,,,,,,,,,,,,,,,,,
Troop,Rune Giant,10,Melee: Medium,,1.5,2423,109,72,,,,,,,,,,200,,,,,,,,,,,,,,,,,
Troop,Rune Giant,11,Melee: Medium,,1.5,2662,120,80,,,,,,,,,,220,,,,,,,,,,,,,,,,,
Troop,Rune Giant,12,Melee: Medium,,1.5,2922,132,88,,,,,,,,,,241,,,,,,,,,,,,,,,,,
Troop,Rune Giant,13,Melee: Medium,,1.5,3213,145,96,,,,,,,,,,265,,,,,,,,,,,,,,,,,
Troop,Rune Giant,14,Melee: Medium,,1.5,3525,159,106,,,,,,,,,,291,,,,,,,,,,,,,,,,,
Troop,Rune Giant,15,Melee: Medium,,1.5,3868,174,116,,,,,,,,,,319,,,,,,,,,,,,,,,,,
Troop,Rune Giant,16,Melee: Medium,,1.5,4253,192,128,,,,,,,,,,351,,,,,,,,,,,,,,,,,
Troop,Rune Giant,17,Melee: Medium,,1.5,4680,211,140,,,,,,,,,,387,,,,,,,,,,,,,,,,,
Troop,Rune Giant,18,Melee: Medium,,1.5,5148,232,154,,,,,,,,,,425,,,,,,,,,,,,,,,,,
Troop,Berserker,1,Melee: Short,,0.6,350,40,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,2,Melee: Short,,0.6,385,44,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,3,Melee: Short,,0.6,423,48,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,4,Melee: Short,,0.6,465,53,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,5,Melee: Short,,0.6,511,58,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,6,Melee: Short,,0.6,560,64,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,7,Melee: Short,,0.6,616,70,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,8,Melee: Short,,0.6,675,77,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,9,Melee: Short,,0.6,742,84,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,10,Melee: Short,,0.6,815,93,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,11,Melee: Short,,0.6,896,102,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,12,Melee: Short,,0.6,983,112,186,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,13,Melee: Short,,0.6,1081,123,205,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,14,Melee: Short,,0.6,1186,135,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,15,Melee: Short,,0.6,1302,148,246,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,16,Melee: Short,,0.6,1431,163,271,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,17,Melee: Short,,0.6,1575,180,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Berserker,18,Melee: Short,,0.6,1732,198,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,1,,,,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,2,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,3,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,4,,,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,5,,,,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,6,,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,7,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,8,,,,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,9,,,,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,10,,,,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,11,,,,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,12,,,,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,13,,,,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,14,,,,1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,15,,,,1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,16,,,,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,17,,,,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building,Barbarian Hut,18,,,,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,1,,3.5,,,,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,2,,3.5,,,,39,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,3,,3.5,,,,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,4,,3.5,,,,47,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,5,,3.5,,,,52,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,6,,3.5,,,,57,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,7,,3.5,,,,63,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,8,,3.5,,,,69,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,9,,3.5,,,,76,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,10,,3.5,,,,83,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,11,,3.5,,,,92,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,12,,3.5,,,,101,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,13,,3.5,,,,111,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,14,,3.5,,,,122,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,15,,3.5,,,,133,34,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,16,,3.5,,,,147,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,17,,3.5,,,,162,41,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Poison,18,,3.5,,,,178,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,1,4.5,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,2,4.5,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,3,4.5,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,4,4.5,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,5,4.5,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,6,4.5,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,7,4.5,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,8,4.5,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,9,4.5,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,10,4.5,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,11,4.5,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,Barbarian Barrel,12,4.5,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
